Filename,Brightness,Contrast,Sharpness
DSC03477.JPG,1,1,1.5
DSC03624.JPG,1,1,1.5
DSC03626.JPG,1,1,2.5
DSC03627.JPG,1,1,1.5
DSC03631.JPG,1,1,1.5
DSC03642.JPG,1,1,1.5
DSC03643.JPG,1,1,1.5
DSC03644.JPG,1,1,1.5
DSC03645.JPG,1,1,1.5
DSC03646.JPG,0.8,0.9,1.5
DSC03647.JPG,0.8,0.9,1.5
DSC03648.JPG,0.8,0.9,1.5
DSC03650.JPG,1,1,1.5
DSC03651.JPG,1,1,1.5
DSC03653.JPG,1,1,1.5
DSC03654.JPG,1,1,1.5
DSC03655.JPG,1,1,1.5
DSC03656.JPG,0.9,1,2
DSC03657.JPG,0.9,1,2
DSC03658.JPG,0.9,1,2
